file_name,QuestionText,answer,confidence
Living Room Room Tone.wav,"If someone interacted with this substance, how would they end up?",wet,No
Living Room Room Tone.wav,"If someone interacted with this substance, how would they end up?",wet,Yes
Living Room Room Tone.wav,"If someone interacted with this substance, how would they end up?",wet,Maybe
Clock.Windup.Bell.Antique.wav,How many times is something wound up?,two,Yes
Clock.Windup.Bell.Antique.wav,How many times is something wound up?,twice,Yes
Clock.Windup.Bell.Antique.wav,How many times is something wound up?,two,Yes
TrashCompactor.wav,How many times does the machine open the steam cap to let out steam ?,one,Yes
TrashCompactor.wav,How many times does the machine open the steam cap to let out steam ?,two,Yes
TrashCompactor.wav,How many times does the machine open the steam cap to let out steam ?,one,Yes
Run and Splash 03.wav,How many people is working?,four,No
Run and Splash 03.wav,How many people is working?,two,Maybe
Run and Splash 03.wav,How many people is working?,one,Maybe
Thunder_birds_rain.wav,How is the weather?,raining,Yes
Thunder_birds_rain.wav,How is the weather?,rainy,Yes
Thunder_birds_rain.wav,How is the weather?,rainy,Yes
down stairs running 1.wav,How many times does the jumping pause?,two,Yes
down stairs running 1.wav,How many times does the jumping pause?,three,Maybe
down stairs running 1.wav,How many times does the jumping pause?,walking,Yes
INT Bedroom tone 1.wav,How many times does a horn blow?,zero,Yes
INT Bedroom tone 1.wav,How many times does a horn blow?,two,Yes
INT Bedroom tone 1.wav,How many times does a horn blow?,zero,Yes
30 seconds after (Mike Marsh).wav,how many beeps are heard?,two,Yes
30 seconds after (Mike Marsh).wav,how many beeps are heard?,three,Yes
30 seconds after (Mike Marsh).wav,how many beeps are heard?,three,Yes
crickets in the woods.wav,"How many times does the main sound stop all together after  first hearing it, before the end?",none,Yes
crickets in the woods.wav,"How many times does the main sound stop all together after  first hearing it, before the end?",zero,Yes
crickets in the woods.wav,"How many times does the main sound stop all together after  first hearing it, before the end?",three,Maybe
White River birds 2.wav,How many times does the bird chirp loudly?,five,Yes
White River birds 2.wav,How many times does the bird chirp loudly?,seven,Maybe
White River birds 2.wav,How many times does the bird chirp loudly?,nine,Yes
VNP_thurston_02.wav,How many showers or faucets are on?,one,Maybe
VNP_thurston_02.wav,How many showers or faucets are on?,one,Yes
VNP_thurston_02.wav,How many showers or faucets are on?,one,Yes
granny glissando.wav,How many aircrafts did take off ?,one,Yes
granny glissando.wav,How many aircrafts did take off ?,one,Maybe
granny glissando.wav,How many aircrafts did take off ?,one,Maybe
Door.wav,How many thumps can be heard?,two,Yes
Door.wav,How many thumps can be heard?,two,Maybe
Door.wav,How many thumps can be heard?,three,Maybe
Backhoe.wav,How many vehicles are being operated?,one,Yes
Backhoe.wav,How many vehicles are being operated?,two,Yes
Backhoe.wav,How many vehicles are being operated?,one,Maybe
grifo goteando.wav,How many voices are heard at the end of the sample?,one,Yes
grifo goteando.wav,How many voices are heard at the end of the sample?,one,Yes
grifo goteando.wav,How many voices are heard at the end of the sample?,three,Yes
ResidentialFallNight_crickets.wav,How many types of bugs are making noise?,two,Maybe
ResidentialFallNight_crickets.wav,How many types of bugs are making noise?,two,Yes
ResidentialFallNight_crickets.wav,How many types of bugs are making noise?,four,Maybe
PageFlip5.wav,How many times is the book snapped?,nine,Maybe
PageFlip5.wav,How many times is the book snapped?,six,No
PageFlip5.wav,How many times is the book snapped?,seven,Maybe
Loading old cobbles.wav,How many times does something jingle?,six,No
Loading old cobbles.wav,How many times does something jingle?,two,Maybe
Loading old cobbles.wav,How many times does something jingle?,three,Yes
souffle_me_tallique.wav,How many pauses are there in the sound?,two,Yes
souffle_me_tallique.wav,How many pauses are there in the sound?,one,Maybe
souffle_me_tallique.wav,How many pauses are there in the sound?,nine,Maybe
wood_saw_01.wav,how many people can be heard talking?,none,Maybe
wood_saw_01.wav,how many people can be heard talking?,none,Yes
wood_saw_01.wav,how many people can be heard talking?,none,Yes
1990 repetition brass-band 01.wav,How many musical instruments are being played?,three,No
1990 repetition brass-band 01.wav,How many musical instruments are being played?,race,Yes
1990 repetition brass-band 01.wav,How many musical instruments are being played?,four,No
dishes rattle.wav,how many times is there shaking?,five,Yes
dishes rattle.wav,how many times is there shaking?,configuration,Yes
dishes rattle.wav,how many times is there shaking?,five,Maybe
Dog Barking .wav,How many times does the dog bark?,fifteen,Yes
Dog Barking .wav,How many times does the dog bark?,sixteen,Yes
Dog Barking .wav,How many times does the dog bark?,sixteen,Yes
strange_parrot.wav,How many times does the animal make noise?,three,Maybe
strange_parrot.wav,How many times does the animal make noise?,one,Maybe
strange_parrot.wav,How many times does the animal make noise?,four,Yes
OsFnHhVsDoors.wav,How many low pitched bangs are there?,eight,Maybe
OsFnHhVsDoors.wav,How many low pitched bangs are there?,six,No
OsFnHhVsDoors.wav,How many low pitched bangs are there?,four,Yes
CONSTRUCTION SAW.wav,How is this machine powered?,electricity,Maybe
CONSTRUCTION SAW.wav,How is this machine powered?,electricity,Yes
CONSTRUCTION SAW.wav,How is this machine powered?,people,Maybe
hort.wav,How many different voices are there?,one,Yes
hort.wav,How many different voices are there?,one,Yes
hort.wav,How many different voices are there?,one,Yes
Heavy Rain in the suburbs.wav,How many instances of thunder can be heard?,seven,Yes
Heavy Rain in the suburbs.wav,How many instances of thunder can be heard?,three,Yes
Heavy Rain in the suburbs.wav,How many instances of thunder can be heard?,two,Maybe
shaking and opening a water bottle.wav,How is the weather here?,raining,Maybe
shaking and opening a water bottle.wav,How is the weather here?,raining,Yes
shaking and opening a water bottle.wav,How is the weather here?,raining,Yes
bowling_basin_2.wav,How many clicks are there in the recording?,twelve,Yes
bowling_basin_2.wav,How many clicks are there in the recording?,eighteen,Maybe
bowling_basin_2.wav,How many clicks are there in the recording?,fifteen,Maybe
bm_lampshade.wav,How many times does the instrument gong?,six,Yes
bm_lampshade.wav,How many times does the instrument gong?,six,Yes
bm_lampshade.wav,How many times does the instrument gong?,six,Yes
04-Bakken_GamblingMachines_Hall.wav,How many kids are heard screaming?,two,Maybe
04-Bakken_GamblingMachines_Hall.wav,How many kids are heard screaming?,two,Maybe
04-Bakken_GamblingMachines_Hall.wav,How many kids are heard screaming?,one,Maybe
04-Bakken_GamblingMachines_Hall.wav,How many people can be heard laughing?,one,Maybe
04-Bakken_GamblingMachines_Hall.wav,How many people can be heard laughing?,one,Yes
04-Bakken_GamblingMachines_Hall.wav,How many people can be heard laughing?,one,Yes
Schnelllauferpresse 01.wav,how many times is the pound heard?,fourty,Yes
Schnelllauferpresse 01.wav,how many times is the pound heard?,fifty,Yes
Schnelllauferpresse 01.wav,how many times is the pound heard?,fifty,Maybe
Boiler and kitchen hood.wav,how often does the steady ambient loudness stop and start again?,never,Yes
Boiler and kitchen hood.wav,how often does the steady ambient loudness stop and start again?,none,Yes
Boiler and kitchen hood.wav,how often does the steady ambient loudness stop and start again?,zero,Yes
FR.BirdChatAmbience.26.wav,How many birds are making noise?,ten,Yes
FR.BirdChatAmbience.26.wav,How many birds are making noise?,many,Yes
FR.BirdChatAmbience.26.wav,How many birds are making noise?,bird,Yes
FR.BirdChatAmbience.26.wav,How many different chirps does the bird make?,five,Maybe
FR.BirdChatAmbience.26.wav,How many different chirps does the bird make?,eight,No
FR.BirdChatAmbience.26.wav,How many different chirps does the bird make?,nine,Yes
Bottle Open Pour Fizz.wav,how many times does something get poured?,one,Yes
Bottle Open Pour Fizz.wav,how many times does something get poured?,once,Yes
Bottle Open Pour Fizz.wav,how many times does something get poured?,once,Yes
Nordschleife_Vorkriegsrennwagen_1.wav,How many wheels does one of these have?,two,Yes
Nordschleife_Vorkriegsrennwagen_1.wav,How many wheels does one of these have?,four,Yes
Nordschleife_Vorkriegsrennwagen_1.wav,How many wheels does one of these have?,seven,Maybe
Echo Garage Door.wav,how many times does the noise repeat?,two,No
Echo Garage Door.wav,how many times does the noise repeat?,three,Yes
Echo Garage Door.wav,how many times does the noise repeat?,three,Yes
Wood Floor.wav,How many steps can be heard?,sixteen,Maybe
Wood Floor.wav,How many steps can be heard?,seven,No
Wood Floor.wav,How many steps can be heard?,nine,Maybe
Wood Floor.wav,how many times does the creak happen?,twice,Yes
Wood Floor.wav,how many times does the creak happen?,two,Maybe
Wood Floor.wav,how many times does the creak happen?,five,Maybe
Footsteps_Squeeky_Wood.wav,how many footsteps are there?,sixteen,Yes
Footsteps_Squeeky_Wood.wav,how many footsteps are there?,fourteen,Yes
Footsteps_Squeeky_Wood.wav,how many footsteps are there?,fifteen,Yes
20090105.crowd.drums.wav,How many times are the drums beaten?,five,Yes
20090105.crowd.drums.wav,How many times are the drums beaten?,thirty,Maybe
20090105.crowd.drums.wav,How many times are the drums beaten?,three,No
20090105.crowd.drums.wav,How many times does the entire crowd exclaim the same chant in unison?,one,Maybe
20090105.crowd.drums.wav,How many times does the entire crowd exclaim the same chant in unison?,once,Yes
20090105.crowd.drums.wav,How many times does the entire crowd exclaim the same chant in unison?,one,Maybe
charles shurz park.wav,How many machines are making sounds?,three,No
charles shurz park.wav,How many machines are making sounds?,many,Yes
charles shurz park.wav,How many machines are making sounds?,two,Maybe
"Cruiseship - inside, crew cabin at night.wav",How many times is the tapping noise heard ?,six,Maybe
"Cruiseship - inside, crew cabin at night.wav",How many times is the tapping noise heard ?,three,Maybe
"Cruiseship - inside, crew cabin at night.wav",How many times is the tapping noise heard ?,three,No
20091224.bells.02.wav,how many times does the bell sound?,twentysix,Yes
20091224.bells.02.wav,how many times does the bell sound?,twenty,Yes
20091224.bells.02.wav,how many times does the bell sound?,twentyfive,No
Ocean breeze - wind howling.wav,How many people are breathing?,one,Yes
Ocean breeze - wind howling.wav,How many people are breathing?,one,Maybe
Ocean breeze - wind howling.wav,How many people are breathing?,one,Maybe
Metal spoon on china plate.wav,How many objects are being held?,two,Maybe
Metal spoon on china plate.wav,How many objects are being held?,two,Maybe
Metal spoon on china plate.wav,How many objects are being held?,one,Yes
Crow noise.wav,how many times does the bird squawk?,sixteen,Yes
Crow noise.wav,how many times does the bird squawk?,sixteen,Yes
Crow noise.wav,how many times does the bird squawk?,seventeen,Yes
Remix of 101980__pyr0x__growl_variants.wav,How many times is there breathing or snoring?,six,Yes
Remix of 101980__pyr0x__growl_variants.wav,How many times is there breathing or snoring?,six,Yes
Remix of 101980__pyr0x__growl_variants.wav,How many times is there breathing or snoring?,six,Yes
Street cleaning.wav,How many times can a moving vehicle be heard?,four,Maybe
Street cleaning.wav,How many times can a moving vehicle be heard?,twelve,Maybe
Street cleaning.wav,How many times can a moving vehicle be heard?,three,Maybe
Rain_Falling_On_Umbrella.wav,How loud is it?,moderately,Yes
Rain_Falling_On_Umbrella.wav,How loud is it?,loud,Yes
Rain_Falling_On_Umbrella.wav,How loud is it?,quiet,Yes
Outside01.wav,How many animal noises can be heard?,one,Maybe
Outside01.wav,How many animal noises can be heard?,zero,Maybe
Outside01.wav,How many animal noises can be heard?,none,Yes
Outside01.wav,How many human voices are there?,one,Yes
Outside01.wav,How many human voices are there?,one,Yes
Outside01.wav,How many human voices are there?,one,Maybe
Giant 1.wav,How many times is there snorting?,four,Maybe
Giant 1.wav,How many times is there snorting?,three,Yes
Giant 1.wav,How many times is there snorting?,once,No
cars_pass_01_070812.wav,How many cars can be heard?,two,Yes
cars_pass_01_070812.wav,How many cars can be heard?,two,Yes
cars_pass_01_070812.wav,How many cars can be heard?,three,Maybe
Train Station Loudspeakers.wav,How many separate voices can be heard?,three,Maybe
Train Station Loudspeakers.wav,How many separate voices can be heard?,two,Maybe
Train Station Loudspeakers.wav,How many separate voices can be heard?,two,Maybe
Sound_Of_Sea_In_Harbour.wav,How far away are the people?,very,Yes
Sound_Of_Sea_In_Harbour.wav,How far away are the people?,far,Maybe
Sound_Of_Sea_In_Harbour.wav,How far away are the people?,close,Maybe
Seashore Atmos LW2.wav,How many vehicles are heard?,two,Maybe
Seashore Atmos LW2.wav,How many vehicles are heard?,two,Yes
Seashore Atmos LW2.wav,How many vehicles are heard?,two,Yes
"bistro, ambient noise, talking.wav",How many people can be heard?,four,Yes
"bistro, ambient noise, talking.wav",How many people can be heard?,six,No
"bistro, ambient noise, talking.wav",How many people can be heard?,four,Maybe
crow_magpie_ambience_1.wav,How many birds are making noise?,six,Maybe
crow_magpie_ambience_1.wav,How many birds are making noise?,two,Yes
crow_magpie_ambience_1.wav,How many birds are making noise?,sound,Yes
Door Handle and Lock.wav,How many objects is the person using?,three,Maybe
Door Handle and Lock.wav,How many objects is the person using?,two,Maybe
Door Handle and Lock.wav,How many objects is the person using?,four,Maybe
TOWN_CAR_START.wav,How many people are talking?,two,Maybe
TOWN_CAR_START.wav,How many people are talking?,one,Yes
TOWN_CAR_START.wav,How many people are talking?,one,No
TOWN_CAR_START.wav,How many vehicles can be heard?,two,Yes
TOWN_CAR_START.wav,How many vehicles can be heard?,one,Yes
TOWN_CAR_START.wav,How many vehicles can be heard?,one,Yes
Soft rain in Berlin with thunder in background.wav,How is the weather?,clouds,Maybe
Soft rain in Berlin with thunder in background.wav,How is the weather?,rainy,Yes
Soft rain in Berlin with thunder in background.wav,How is the weather?,rainy,Yes
Soft rain in Berlin with thunder in background.wav,How many times can metal impact sound be heard ?,once,Yes
Soft rain in Berlin with thunder in background.wav,How many times can metal impact sound be heard ?,two,Maybe
Soft rain in Berlin with thunder in background.wav,How many times can metal impact sound be heard ?,one,Yes
FP_Flock_of_Birds.wav,How many objects are making noise?,one,Maybe
FP_Flock_of_Birds.wav,How many objects are making noise?,one,Maybe
FP_Flock_of_Birds.wav,How many objects are making noise?,one,Maybe
Lake At Night.wav,how many insects are audible?,three,Maybe
Lake At Night.wav,how many insects are audible?,two,No
Lake At Night.wav,how many insects are audible?,twenty,No
Cornell Big Cheer.wav,How many distinctive womanly screams can be heard in the recording?,three,Maybe
Cornell Big Cheer.wav,How many distinctive womanly screams can be heard in the recording?,five,Maybe
Cornell Big Cheer.wav,How many distinctive womanly screams can be heard in the recording?,none,Yes
Seagulls 1.wav,How many birds are making noise?,five,No
Seagulls 1.wav,How many birds are making noise?,two,Yes
Seagulls 1.wav,How many birds are making noise?,two,Yes
Deltic Diesel Train Departure~Irwell Vale Halt~Bury.wav,How many times does the whistle blow?,one,Yes
Deltic Diesel Train Departure~Irwell Vale Halt~Bury.wav,How many times does the whistle blow?,once,Yes
Deltic Diesel Train Departure~Irwell Vale Halt~Bury.wav,How many times does the whistle blow?,once,Yes
Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav,How many times the the animal make its loud sound?,seven,Maybe
Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav,How many times the the animal make its loud sound?,eight,Yes
Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav,How many times the the animal make its loud sound?,eight,Maybe
Train_LightRail_By_T0147.wav,How many times does the bell ring?,three,Yes
Train_LightRail_By_T0147.wav,How many times does the bell ring?,five,Maybe
Train_LightRail_By_T0147.wav,How many times does the bell ring?,eleven,Maybe
Street Seller in Mexico City. Tights for girls.wav,How many voices are there?,three,Maybe
Street Seller in Mexico City. Tights for girls.wav,How many voices are there?,one,Yes
Street Seller in Mexico City. Tights for girls.wav,How many voices are there?,one,Yes
Door opening_closing.wav,How many times is the door slammed?,four,Yes
Door opening_closing.wav,How many times is the door slammed?,six,Maybe
Door opening_closing.wav,How many times is the door slammed?,four,Yes
rim of woods farmland people far NL 01 151003_0804 ST.wav,how many birds can be heard?,three,Maybe
rim of woods farmland people far NL 01 151003_0804 ST.wav,how many birds can be heard?,one,Maybe
rim of woods farmland people far NL 01 151003_0804 ST.wav,how many birds can be heard?,three,Maybe
05-Bakken_Distant-Ambience.wav,How many times can a click noise be heard ?,three,Maybe
05-Bakken_Distant-Ambience.wav,How many times can a click noise be heard ?,six,Maybe
05-Bakken_Distant-Ambience.wav,How many times can a click noise be heard ?,four,Maybe
el sonido del arbol y la tierra yerlin .wav,How many different voices are there?,five,Maybe
el sonido del arbol y la tierra yerlin .wav,How many different voices are there?,five,Yes
el sonido del arbol y la tierra yerlin .wav,How many different voices are there?,four,Maybe
TrainAmbience(Mix).wav,How many different voices are heard?,three,Yes
TrainAmbience(Mix).wav,How many different voices are heard?,three,Maybe
TrainAmbience(Mix).wav,How many different voices are heard?,three,Maybe
20060426.marsh.house.ambiance.wav,How many different birds are making noise?,three,Yes
20060426.marsh.house.ambiance.wav,How many different birds are making noise?,five,Maybe
20060426.marsh.house.ambiance.wav,How many different birds are making noise?,six,No
ocean_cape.wav,How many times do the waves crash?,three,Yes
ocean_cape.wav,How many times do the waves crash?,three,Yes
ocean_cape.wav,How many times do the waves crash?,four,Yes
ocean_cape.wav,How waves are there?,smooth,Maybe
ocean_cape.wav,How waves are there?,two,Maybe
ocean_cape.wav,How waves are there?,two,Maybe
cat_drinking.wav,How many pauses was there in-between the water sounds?,two,Yes
cat_drinking.wav,How many pauses was there in-between the water sounds?,five,Yes
cat_drinking.wav,How many pauses was there in-between the water sounds?,four,Yes
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav",How many objects were dropped?,three,Maybe
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav",How many objects were dropped?,three,Yes
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav",How many objects were dropped?,three,Maybe
OldCarHornsAndSirens.wav,How many honks can be heard?,four,Yes
OldCarHornsAndSirens.wav,How many honks can be heard?,two,Maybe
OldCarHornsAndSirens.wav,How many honks can be heard?,two,Maybe
Shaking and dragging of jar with stones.wav,How many objects roll at one time?,one,Maybe
Shaking and dragging of jar with stones.wav,How many objects roll at one time?,two,Maybe
Shaking and dragging of jar with stones.wav,How many objects roll at one time?,three,Maybe
Gravel_Sand Walking 2.wav,How many slicing strokes that this person make to cut carrots ?,twentysix,Maybe
Gravel_Sand Walking 2.wav,How many slicing strokes that this person make to cut carrots ?,twentyfour,Maybe
Gravel_Sand Walking 2.wav,How many slicing strokes that this person make to cut carrots ?,nineteen,Maybe
Gravel_Sand Walking 2.wav,How many steps does the person make?,twenty,Maybe
Gravel_Sand Walking 2.wav,How many steps does the person make?,twenty,Maybe
Gravel_Sand Walking 2.wav,How many steps does the person make?,twentyfour,Maybe
under flyover_300513.wav,How many birds are going back and forth with each other?,two,Yes
under flyover_300513.wav,How many birds are going back and forth with each other?,two,Maybe
under flyover_300513.wav,How many birds are going back and forth with each other?,three,Yes
Lake Wars_extract.wav,how many laser blasts are there?,fifty,Maybe
Lake Wars_extract.wav,how many laser blasts are there?,thirteen,Maybe
Lake Wars_extract.wav,how many laser blasts are there?,seven,Yes
market2.wav,How many voices are heard?,three,Yes
market2.wav,How many voices are heard?,six,Maybe
market2.wav,How many voices are heard?,four,Maybe
"Wind, Soft. Crickets.wav",How calm is this?,very,Yes
"Wind, Soft. Crickets.wav",How calm is this?,very,Maybe
"Wind, Soft. Crickets.wav",How calm is this?,very,Yes
Dawn chorus - Makvaneti.wav,How many different animals can be heard?,two,Yes
Dawn chorus - Makvaneti.wav,How many different animals can be heard?,birds,Yes
Dawn chorus - Makvaneti.wav,How many different animals can be heard?,three,Yes
2 08 Br Lib 2 amb kids.wav,How many times does the child stomp?,thirteen,No
2 08 Br Lib 2 amb kids.wav,How many times does the child stomp?,seven,Yes
2 08 Br Lib 2 amb kids.wav,How many times does the child stomp?,eleven,Maybe
2 08 Br Lib 2 amb kids.wav,How may different people are heard talking ?,three,No
2 08 Br Lib 2 amb kids.wav,How may different people are heard talking ?,three,Maybe
2 08 Br Lib 2 amb kids.wav,How may different people are heard talking ?,four,Maybe
weird rapidbeat.wav,How many times did it sound like the machine was going around?,forty,Maybe
weird rapidbeat.wav,How many times did it sound like the machine was going around?,six,Yes
weird rapidbeat.wav,How many times did it sound like the machine was going around?,fifty,Maybe
Kitchen Clock Ticking 2.wav,how many times does the clock tick?,nineteen,Maybe
Kitchen Clock Ticking 2.wav,how many times does the clock tick?,nineteen,Yes
Kitchen Clock Ticking 2.wav,how many times does the clock tick?,nineteen,Yes
Thunder - Guangzhou - China - Quiet.wav,How many times does it thunder?,two,Maybe
Thunder - Guangzhou - China - Quiet.wav,How many times does it thunder?,two,Yes
Thunder - Guangzhou - China - Quiet.wav,How many times does it thunder?,two,Yes
Atmo Wartehalle2.wav,How many hand claps are there?,three,Yes
Atmo Wartehalle2.wav,How many hand claps are there?,three,Yes
Atmo Wartehalle2.wav,How many hand claps are there?,three,Yes
propplaneflyover.wav,How fast does the engine move?,fast,Maybe
propplaneflyover.wav,How fast does the engine move?,fast,No
propplaneflyover.wav,How fast does the engine move?,medium,Maybe
Pas sur le sol.wav,how many steps are taken?,sixty,Yes
Pas sur le sol.wav,how many steps are taken?,five,Maybe
Pas sur le sol.wav,how many steps are taken?,thirtyfive,Maybe
Shower and walk - front.wav,"How many times is there another distinct sound, that is NOT the rain?",one,Yes
Shower and walk - front.wav,"How many times is there another distinct sound, that is NOT the rain?",two,Maybe
Shower and walk - front.wav,"How many times is there another distinct sound, that is NOT the rain?",two,Maybe
SamyeLing_Pheasant121102.wav,How many barks are there?,none,Maybe
SamyeLing_Pheasant121102.wav,How many barks are there?,six,Maybe
SamyeLing_Pheasant121102.wav,How many barks are there?,six,Yes
SamyeLing_Pheasant121102.wav,How many legs does this animal have?,four,Maybe
SamyeLing_Pheasant121102.wav,How many legs does this animal have?,four,No
SamyeLing_Pheasant121102.wav,How many legs does this animal have?,two,Yes
wooden boat row water.wav,How many times does the person row?,one,Maybe
wooden boat row water.wav,How many times does the person row?,eleven,Yes
wooden boat row water.wav,How many times does the person row?,four,No
Air condition running.wav,How many times does the motor rotate?,many,Maybe
Air condition running.wav,How many times does the motor rotate?,sixty,No
Air condition running.wav,How many times does the motor rotate?,forty,No
train accelerating on trestle.wav,How many times does the machine accelerate?,twice,Yes
train accelerating on trestle.wav,How many times does the machine accelerate?,twice,Yes
train accelerating on trestle.wav,How many times does the machine accelerate?,two,Yes
outdoor ambience city union square park voices footsteps distant traffic.wav,How many foot steps can be heard?,sixteen,Maybe
outdoor ambience city union square park voices footsteps distant traffic.wav,How many foot steps can be heard?,none,Maybe
outdoor ambience city union square park voices footsteps distant traffic.wav,How many foot steps can be heard?,three,Maybe
20061224.car.starting.wav,How many clicking sounds before the vehicle starts?,two,Yes
20061224.car.starting.wav,How many clicking sounds before the vehicle starts?,two,Maybe
20061224.car.starting.wav,How many clicking sounds before the vehicle starts?,two,Maybe
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How is the weather?,raining,Yes
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How is the weather?,raining,Yes
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How is the weather?,rainy,Yes
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How many cars pass by on the wet road?,one,Maybe
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How many cars pass by on the wet road?,one,Yes
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,How many cars pass by on the wet road?,one,Maybe
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,eighteen,Yes
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,twenty,No
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,fifteen,Maybe
book_light_noise.wav,How many pages get flipped through?,many,Maybe
book_light_noise.wav,How many pages get flipped through?,twenty,No
book_light_noise.wav,How many pages get flipped through?,twentyeight,Maybe
waves.wav,how many waves take place?,fifteen,Yes
waves.wav,how many waves take place?,eight,Yes
waves.wav,how many waves take place?,fourteen,Yes
wood1.wav,How many logs were cut?,twelve,Maybe
wood1.wav,How many logs were cut?,sixteen,Maybe
wood1.wav,How many logs were cut?,seven,Maybe
wood1.wav,How many steps were taken?,nine,Yes
wood1.wav,How many steps were taken?,fourteen,Maybe
wood1.wav,How many steps were taken?,fifteen,Yes
Stairwell with echo Front.wav,How many steps does the person take?,twentysix,Maybe
Stairwell with echo Front.wav,How many steps does the person take?,five,Maybe
Stairwell with echo Front.wav,How many steps does the person take?,twentysix,Maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,five,Maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,none,Yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,two,Maybe
Bedroom Door Knocks.wav,How many knocks are there?,thirtyeight,Yes
Bedroom Door Knocks.wav,How many knocks are there?,twentythree,Yes
Bedroom Door Knocks.wav,How many knocks are there?,thirtyone,Maybe
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many people's footsteps can be heard?,two,Maybe
Elevator sounds.wav,How many people's footsteps can be heard?,one,Yes
Elevator sounds.wav,How many people's footsteps can be heard?,four,Yes
CoinSpin.wav,How many times is the item dropped?,twice,Yes
CoinSpin.wav,How many times is the item dropped?,two,Maybe
CoinSpin.wav,How many times is the item dropped?,zero,Maybe
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,five,Yes
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,two,Maybe
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,one,Yes
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,nine,No
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,two,Yes
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,two,Yes
ClockTicking.wav,How many times does the sound repeat?,twentynine,Yes
ClockTicking.wav,How many times does the sound repeat?,thirty,Maybe
ClockTicking.wav,How many times does the sound repeat?,thirty,Maybe
Door creaking.wav,How many objects are making this creaking noise?,one,Yes
Door creaking.wav,How many objects are making this creaking noise?,one,Yes
Door creaking.wav,How many objects are making this creaking noise?,one,Yes
20160302_04.ushuaia.train.wav,How many times is a tapping sound heard?,twelve,No
20160302_04.ushuaia.train.wav,How many times is a tapping sound heard?,seven,Maybe
20160302_04.ushuaia.train.wav,How many times is a tapping sound heard?,three,Maybe
bird-twitter-car.wav,How many times does a vehicle pass by ?,once,Yes
bird-twitter-car.wav,How many times does a vehicle pass by ?,once,Yes
bird-twitter-car.wav,How many times does a vehicle pass by ?,once,Yes
ruffle.wav,How many people are producing sound?,one,Yes
ruffle.wav,How many people are producing sound?,two,Yes
ruffle.wav,How many people are producing sound?,one,Maybe
lungs.wav,How many clicks are there?,one,Maybe
lungs.wav,How many clicks are there?,one,Maybe
lungs.wav,How many clicks are there?,one,Yes
lungs.wav,How many sounds can be heard?,two,Yes
lungs.wav,How many sounds can be heard?,two,Maybe
lungs.wav,How many sounds can be heard?,two,Maybe
tennis ball.wav,how many tap sounds are there?,fifteen,Yes
tennis ball.wav,how many tap sounds are there?,eight,Yes
tennis ball.wav,how many tap sounds are there?,fifteen,Yes
crossing the river.wav,How many people are apparently walking?,one,Maybe
crossing the river.wav,How many people are apparently walking?,two,Maybe
crossing the river.wav,How many people are apparently walking?,one,Yes
crossing the river.wav,How many steps does the person take?,forty,Maybe
crossing the river.wav,How many steps does the person take?,forty,Maybe
crossing the river.wav,How many steps does the person take?,forty,Maybe
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How does the ground likely feel?,wet,Yes
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How does the ground likely feel?,wet,Yes
